Rank,Coin Name,Symbol,Price,1h,24h,7d,30d,24h Volume,Circulating Supply,Total Supply,Market Cap,volatility_1h_30d,volume_to_marketcap,circulating_to_total_supply,momentum_diff_7d_30d
1168.0,HEdpAY,HDP.Ф,0.1310282624064041,0.0,-1.1,-1.9,14.1,43602.0,66338588.0,1000000000.0,9571146.0,14.1,0.004555567327047357,0.066338588,-16.0
1169.0,Bitcoin Pro,BTCP,4.030694535145645,-0.3,11.6,-25.2,-35.3,10020.0,129018.0,2100000.0,7135372.0,-35.0,0.0014042715642576169,0.06143714285714286,10.099999999999998
1170.0,DeFinity,DEFX,0.04879016416943201,-0.4,-4.8,165.0,123.4,16700.0,153070078.0,172000000.0,7102715.0,123.80000000000001,0.0023512135852276207,0.8899423139534883,41.599999999999994
1171.0,Law Blocks,LBT,0.08617769624105233,-0.1,0.1,0.3,0.5,74254.0,75000000.0,1000000000.0,7088574.0,0.6,0.010475167501954553,0.075,-0.2
1172.0,GensoKishi Metaverse,MV,0.039220713153281295,-0.7,-5.7,-9.3,20.5,643113.0,189020210.0,400000000.0,7063304.0,21.2,0.09104988260451483,0.472550525,-29.8
1173.0,AshSwap,ASH,0.0295588022415444,0.4,-3.4,41.1,132.2,189289.0,224539171.0,1000000000.0,7049759.0,131.79999999999998,0.02685042141156882,0.224539171,-91.1
1174.0,Muse DAO,MUSE,2.130609828254235,-1.5,-5.0,-5.4,27.7,216627.0,949942.0,950000.0,7046315.0,29.2,0.030743303414621684,0.999938947368421,-33.1
1175.0,Trabzonspor Fan Token,TRA,0.6626879730752367,0.0,-1.8,-4.7,-6.1,150492.0,7448712.0,10000000.0,7022021.0,-6.1,0.02143143690399103,0.7448712,1.3999999999999995
1176.0,White Whale,WHALE,0.019802627296179712,0.1,-2.0,-34.5,45.2,116543.0,333163727.0,589000000.0,7020341.0,45.1,0.01660076056134595,0.565643,-79.7
1177.0,Offshift,XFT,0.5766133643039938,0.1,-2.0,83.5,332.4,88533.0,9022955.0,10300000.0,7019125.0,332.29999999999995,0.012613110608516019,0.8760150485436893,-248.89999999999998
1178.0,Astra DAO,ASTRADAO,0.23901690047049992,0.0,-1.5,24.7,14.1,62292.0,84914405594431.0,250000000.0,7007081.0,14.1,0.008889864410016097,339657.622377724,10.6
1179.0,Dark Frontiers,DARK,0.039220713153281295,0.3,3.3,31.7,106.9,148846.0,189674900.0,250000000.0,7009676.0,106.60000000000001,0.02123436233001354,0.7586996,-75.2
1180.0,SIX Network,SIX,0.0295588022415444,0.3,-1.1,-4.3,-10.9,3000834.0,273776596.0,1000000000.0,6976971.0,-11.200000000000001,0.4301055572683332,0.273776596,6.6000000000000005
1181.0,KlimaDAO,KLIMA,0.5766133643039938,0.6,-0.3,-11.4,13.0,23393.0,8851790.0,8850000.0,6941570.0,12.4,0.0033699869049797094,1.0002022598870057,-24.4
1182.0,Taki,TAKI,0.009950330853168083,0.2,0.7,-3.1,-4.8,75026.0,1170868697.0,3000000000.0,6920953.0,-5.0,0.010840414607641463,0.39028956566666667,1.6999999999999997
1183.0,Dexpools,DXP,0.5822156198526637,0.1,-0.6,10.5,41.4,19.71,8750000.0,8750000.0,6911594.0,41.3,2.851730006131726e-06,1.0,-30.9
1184.0,Aquarius,AQUA,0.017839918128331,0.0,-2.8,0.8,1.9,61697.0,17475597813.0,100000000000.0,6900082.0,1.9,0.008941487941737504,0.17475597813,-1.0999999999999999
1185.0,KI,XKI,0.009950330853168083,0.4,4.5,-6.8,-2.7,1037.0,483942741.0,946000000.0,6885879.0,-3.1,0.00015059805727053873,0.5115673794926004,-4.1
1186.0,Cashtree Token,CTT,0.019802627296179712,0.1,-6.8,-6.8,13.8,19610.0,310686488.0,5000000000.0,6884299.0,13.700000000000001,0.0028485107924568647,0.0621372976,-20.6
1187.0,LeisureMeta,LM,0.009950330853168083,-2.2,-8.7,-19.9,-20.6,1153747.0,964748037.0,4670000000.0,6881844.0,-18.400000000000002,0.1676508505569147,0.20658416209850108,0.7000000000000028
1188.0,Meta Apes PEEL,PEEL,0.039220713153281295,0.1,-7.7,-5.6,-0.7,142614.0,175744289.0,70000000.0,6879543.0,-0.7999999999999999,0.0207301560583312,2.5106327,-4.8999999999999995
1189.0,Spookyswap,BOO,0.5187937934151676,-2.0,-3.3,-16.9,73.1,90592.0,9915805.0,5740000.0,6759473.0,75.1,0.013402228250634331,1.7274921602787456,-90.0
1190.0,ELYSIA,EL,0.01587334915629015,-1.0,-2.4,-1.6,12.8,355690.0,3202286469.0,6800000000.0,6746210.0,13.8,0.0527244185994803,0.47092448073529414,-14.4
1191.0,Dream Machine Token,DMT,2.502255288122613,0.1,7.7,-27.7,4.8,156806.0,601463.0,1000000.0,6734204.0,4.7,0.023285008888949608,0.601463,-32.5
1192.0,El Hippo,HIPP,0.23901690047049992,0.4,4.6,43.0,67.8,1419237.0,737581291822586.0,250000000.0,6703390.0,67.39999999999999,0.21171929426752734,2950325.167290344,-24.799999999999997
1193.0,Project WITH,WIKEN,0.009950330853168083,-0.6,-1.4,1.5,6.9,34909.0,991118882.0,1060000000.0,6690836.0,7.5,0.00521743471219441,0.9350178132075472,-5.4
1194.0,Rowan Coin,RWN,0.0295588022415444,0.4,1.0,42.0,68.8,343884.0,195000000.0,545000000.0,6653021.0,68.39999999999999,0.05168839839826148,0.3577981651376147,-26.799999999999997
1195.0,BzetCoin,BZET,0.06765864847381481,0.9,0.3,8.8,-14.2,39144.0,100000000.0,100000000.0,6621586.0,-15.1,0.005911574659001635,1.0,23.0
1196.0,Hivemapper,HONEY,0.019802627296179712,3.5,14.4,32.5,122.0,148517.0,275315513.0,6160000000.0,6613878.0,118.5,0.022455358263336576,0.044694076785714285,-89.5
1197.0,Smart Valor,VALOR,0.12221763272424921,0.7,-1.0,-1.8,5.5,39922.0,50615105.0,75000000.0,6614777.0,4.8,0.006035275263247725,0.6748680666666667,-7.3
1198.0,Moonwell,WELL,0.009950330853168083,0.3,6.8,6.2,44.5,707854.0,1213656935.0,5000000000.0,6600975.0,44.2,0.10723476456129587,0.242731387,-38.3
1199.0,Steam Exchange,STEAMX,0.1466943791508035,-0.4,5.8,5.9,7.0,24771.0,100000000000.0,100000000000.0,6547264.0,7.4,0.0037834124299860215,1.0,-1.0999999999999996
1200.0,Karate Combat,KARATE,0.017839918128331,0.4,1.0,11.2,59.8,162060.0,6509976129.0,110000000000.0,6545961.0,59.4,0.024757251074364786,0.05918160117272727,-48.599999999999994
1201.0,ApeSwap,BANANA,0.019802627296179712,-0.1,-5.3,-2.3,45.1,411415.0,269508815.0,318000000.0,6545290.0,45.2,0.06285664959077443,0.847511996855346,-47.4
1202.0,SafeDeal,SFD,0.32208349916911333,2.6,-1.3,1.4,16.7,5752.0,17321381.0,17300000.0,6516968.0,14.1,0.0008826190338820138,1.0012358959537573,-15.299999999999999
1203.0,Pibble,PIB,0.05069311431551812,-0.3,4.4,4.0,10.8,63652.0,20921860893.0,29700000000.0,6512329.0,11.100000000000001,0.009774076217586672,0.7044397607070707,-6.800000000000001
1204.0,Maxity,MAX,0.04879016416943201,-0.1,-1.0,-0.4,65.6,614964.0,140583334.0,1000000000.0,6454593.0,65.69999999999999,0.09527541085859326,0.140583334,-66.0
1205.0,Hanu Yokia,HANU,0.23901690047049992,0.2,1.5,5.6,66.1,2746.0,30080864333222.0,250000000.0,6450357.0,65.89999999999999,0.00042571287139611035,120323.457332888,-60.49999999999999
1206.0,Kunci Coin,KUNCI,0.009950330853168083,-0.4,-2.5,0.3,2.9,30892.0,1232584319.0,4000000000.0,6444413.0,3.3,0.004793609596405445,0.30814607975,-2.6
1207.0,Banano,BAN,0.02176149178151269,0.4,-2.4,-5.4,7.4,12154.0,1538099678.0,1920000000.0,6421967.0,7.0,0.0018925665609929169,0.8010935822916667,-12.8
1208.0,Starcoin,STC,0.019802627296179712,-8.9,-8.4,169.4,192.1,185662.0,325181117.0,325000000.0,6411868.0,201.0,0.02895599223190496,1.0005572830769232,-22.69999999999999
1209.0,Neutrino Index Token,XTN,0.07696104113612832,1.1,0.4,-6.2,-8.5,27908.0,79847576.0,79800000.0,6406813.0,-9.6,0.0043559879147401365,1.0005961904761904,2.3
1210.0,BHNetwork,BHAT,0.019802627296179712,-0.7,-12.0,8.1,315.1,263888.0,301427040.0,500000000.0,6387517.0,315.8,0.04131307987125514,0.60285408,-307.0
1211.0,MixMarvel,MIX,0.023716526617316044,-0.3,-6.5,-10.4,16.3,261006.0,5143070000.0,10000000000.0,6362275.0,16.6,0.04102400477816504,0.514307,-26.700000000000003
1212.0,Rebel Bots,RBLS,0.019802627296179712,-1.2,4.3,-15.6,-65.2,80214.0,261383090.0,261000000.0,6319969.0,-64.0,0.012692150863398222,1.0014677777777778,49.6
1213.0,Pandacoin,PND,0.06015392281974709,-0.1,3.5,5.9,80.0,39.9,35119737605.0,32000000000.0,6314420.0,80.1,6.3188701416757194e-06,1.09749180015625,-74.1
1214.0,CropBytes,CBX,0.019802627296179712,0.2,7.1,-2.5,22.5,1680148.0,286294140.0,500000000.0,6300239.0,22.3,0.2666800418206357,0.57258828,-25.0
1215.0,Lucro,LCR,0.1466943791508035,-0.5,-7.8,-4.9,-11.7,90631.0,99956623224.0,100000000000.0,6294357.0,-11.2,0.014398770200037906,0.99956623224,6.799999999999999
1216.0,Passage,PASG,0.009950330853168083,-3.3,-6.7,-3.5,33.6,16265.0,448513552.0,1220000000.0,6279039.0,36.9,0.0025903645446381206,0.36763405901639346,-37.1
1217.0,Anchor Protocol,ANC,0.019802627296179712,17.6,57.4,63.5,115.5,710727.0,350389360.0,1000000000.0,6274757.0,97.9,0.11326765323342403,0.35038936,-52.0
1218.0,Pika Protocol,PIKA,0.2851789422336624,0.3,1.7,0.9,124.9,31715.0,19000000.0,100000000.0,6261626.0,124.60000000000001,0.005064978329909835,0.19,-124.0
1219.0,Blockasset,BLOCK,0.0295588022415444,0.2,-1.2,5.8,46.5,51270.0,184096265.0,320000000.0,6237961.0,46.3,0.008219031827868113,0.575300828125,-40.7
1220.0,Jones DAO,JONES,0.8586616190375187,0.0,0.8,-15.1,-5.3,117456.0,4583074.0,10000000.0,6220346.0,-5.3,0.01888255090633222,0.4583074,-9.8
1221.0,Skeb,SKEB,0.01587334915629015,0.0,0.4,-4.4,-13.4,84879.0,4183675000.0,9980000000.0,6209668.0,-13.4,0.013668846708068772,0.4192059118236473,9.0
1222.0,Omax,OMAX,0.01980262729617971,0.0,0.2,-2.7,67.6,1267419.0,9000000000.0,9000000000.0,6202516.0,67.6,0.20433949706860893,1.0,-70.3
1223.0,SpankChain,SPANK,0.009950330853168083,0.0,-1.1,-1.9,14.1,43602.0,861043315.0,1000000000.0,6014369.0,14.1,0.0072496383244859105,0.861043315,-16.0
1224.0,BLOCX.,BLOCX,0.12221763272424921,2.2,1.4,50.6,155.0,129024.0,46190860.0,46200000.0,6160506.0,152.8,0.020943734167290805,0.9998021645021645,-104.4
1225.0,Connex,CONX,1.8656293177945105,0.4,14.1,51.5,122.4,564958.0,1124600.0,100000000.0,6150016.0,122.0,0.09186285043811268,0.011246,-70.9
1226.0,Receive Access Ecosystem,RAE,0.6931471805599453,-9.6,23.9,21.8,12.6,41998.0,6131622.0,6130000.0,6135664.0,22.2,0.0068448989384034065,1.0002646003262643,9.200000000000001
1227.0,Geodnet,GEOD,0.06765864847381481,0.1,4.8,23.9,43.6,6407.0,89216476.0,997000000.0,6126508.0,43.5,0.00104578334019967,0.08948493079237713,-19.700000000000003
1228.0,The Doge NFT,DOG,0.019802627296179712,-4.6,-3.3,-1.5,29.9,43689.0,8665263478.0,17000000000.0,6124910.0,34.5,0.007133002770652957,0.5097213810588235,-31.4
1229.0,ScPrime,SCP,0.10436001532424277,8.0,-0.6,-1.4,-1.1,215.0,54780157.0,55000000.0,6123201.0,-9.1,3.511235381624742e-05,0.9960028545454546,-0.2999999999999998
1230.0,BEAM,BEAM,0.039220713153281295,-3.1,-14.8,25.4,49.3,655417.0,148152520.0,263000000.0,6082473.0,52.4,0.10775502003872438,0.5633175665399239,-23.9
1231.0,Minted,MTD,0.0295588022415444,-0.6,-1.9,-2.6,30.6,36218.0,184341835.0,884000000.0,6063966.0,31.200000000000003,0.005972658817678067,0.2085314875565611,-33.2
1232.0,Panther Protocol,ZKP,0.019802627296179712,-2.5,-3.9,-10.9,7.8,137651.0,319539972.0,320000000.0,6062196.0,10.3,0.022706458187759022,0.9985624125,-18.7
1233.0,DeepBrain Chain,DBC,0.01980262729617971,-0.3,-2.9,-1.6,-5.0,270002.0,3200000000.0,10000000000.0,6048323.0,-4.7,0.04464080374014417,0.32,3.4
1234.0,BTU Protocol,BTU,0.07696104113612832,0.3,-1.3,-64.2,-59.1,365.0,80000000.0,100000000.0,6040513.0,-59.4,6.042533142466542e-05,0.8,-5.100000000000001
1235.0,Prisma Governance Token,PRISMA,0.6097655716208943,-1.7,-8.1,5.6,14.1,2329430.0,7198289.0,300000000.0,6030894.0,15.799999999999999,0.3862495344802943,0.023994296666666668,-8.5
1236.0,Yield Yak,YAK,6.3999251641959445,0.5,-9.9,7.7,120.9,8051.0,10000.0,10000.0,6008090.0,120.4,0.0013400265308941776,1.0,-113.2
1237.0,Brillion,DUA,0.04879016416943201,0.0,-2.4,-5.1,24.5,122848.0,132900132.0,1000000000.0,6004939.0,24.5,0.02045782646584753,0.132900132,-29.6
1238.0,Origin DeFi Governance,OGV,0.009950330853168083,-0.1,-2.8,-9.1,100.6,839117.0,680882297.0,4410000000.0,5995368.0,100.69999999999999,0.13996088313511365,0.15439507868480726,-109.69999999999999
1239.0,Aave [OLD],LEND,0.15700374880966475,0.0,-6.4,5.7,-78.8,5.85,35947025.0,1300000000.0,5953123.0,-78.8,9.826774954927018e-07,0.027651557692307694,84.5
1240.0,sudoswap,SUDO,0.2151113796169455,2.7,-0.1,-6.8,34.6,598630.0,25163919.0,58100000.0,5976283.0,31.900000000000002,0.10016761254445279,0.4331139242685026,-41.4
1241.0,DEAPCOIN,DEP,0.019802627296179712,0.1,4.3,7.1,75.5,1311466.0,4836107347.0,30000000000.0,5976931.0,75.4,0.21942130501422888,0.16120357823333334,-68.4
1242.0,BitKan,KAN,0.019802627296179712,0.3,-0.9,-3.4,41.4,258464.0,5452621227.0,10000000000.0,5918433.0,41.1,0.04367101900114439,0.5452621227,-44.8
1243.0,Permission Coin,ASK,0.017839918128331,-0.1,-1.1,-3.6,10.9,10280.0,20630311762.0,100000000000.0,5907204.0,11.0,0.0017402480090411639,0.20630311762,-14.5
1244.0,SuperWalk,GRND,0.12221763272424921,-0.4,-2.4,-4.9,-8.9,73437.0,44317594.0,999000000.0,5907399.0,-8.5,0.012431359385069469,0.044361955955955955,4.0
1245.0,DappRadar,RADAR,0.009950330853168083,-3.4,-1.4,-2.8,10.3,378526.0,1013142907.0,10000000000.0,5887155.0,13.700000000000001,0.06429693120021471,0.1013142907,-13.100000000000001
1246.0,Wrapped Ampleforth,WAMPL,2.0744289998562917,-0.1,-1.1,10.9,115.0,65694.0,845333.0,845000.0,5872102.0,115.1,0.011187475966868423,1.0003940828402367,-104.1
1247.0,Evadore,EVA,0.0295588022415444,0.0,0.5,-9.2,-67.9,1022544.0,181606768.0,1000000000.0,5831869.0,-67.9,0.17533727180771722,0.181606768,58.7
1248.0,SEDA Protocol,FLX,0.019802627296179712,0.0,0.0,-2.8,25.5,2737.0,268528277.0,1000000000.0,5813516.0,25.5,0.0004707994267152615,0.268528277,-28.3
1249.0,IPOR,IPOR,0.4700036292457356,0.3,1.2,-14.6,5.8,6774.0,9732356.0,100000000.0,5812825.0,5.5,0.0011653541952492978,0.09732356,-20.4
1250.0,Renewable Energy,RET,0.23901690047049992,-1.2,0.2,-10.6,27.2,1332434.0,1859992462675871.5,250000000.0,5799851.0,28.4,0.2297359018360989,7439969.850703486,-37.8
1251.0,Blockchain Bets,BCB,0.009950330853168083,2.6,1.9,-7.3,3.9,56672.0,877672966.0,878000000.0,5798191.0,1.2999999999999998,0.009774082985538076,0.9996275239179955,-11.2
1252.0,Mimo Governance,MIMO,0.009950330853168083,0.9,0.5,-0.8,-4.1,12430.0,515636482.0,802000000.0,5792457.0,-5.0,0.002145894220708069,0.6429382568578553,3.3
1253.0,Obyte,GBYTE,2.048982334195127,-9.2,40.1,-33.8,-40.7,6302.0,855963.0,1000000.0,5789891.0,-31.500000000000004,0.0010884488153576639,0.855963,6.900000000000006
1254.0,BendDAO,BEND,0.009950330853168083,1.6,-2.7,3.7,113.6,518467.0,1104682279.0,10000000000.0,5786482.0,112.0,0.08959969114221733,0.1104682279,-109.89999999999999
1255.0,Etherempires,ETE,0.009950330853168083,0.0,0.1,-0.4,8.7,48556.0,500000000.0,500000000.0,5699196.0,8.7,0.008519798231189101,1.0,-9.1
1256.0,RealFevr,FEVR,0.01587334915629015,-0.3,-7.0,-14.4,-5.0,379544.0,13429255388.0,16000000000.0,5691413.0,-4.7,0.06668713024340353,0.83932846175,-9.4
1257.0,$REKT,REKT,1.8931119634883424,0.2,-4.0,-2.1,-36.9,145895.0,1000000.0,1000000.0,5638176.0,-37.1,0.025876276299285444,1.0,34.8
1258.0,Kitty Inu,KITTY,0.2374408560150342,-0.8,5.8,-14.7,-8.0,12171.0,731738978480.0,452649960193.0033,5634441.0,-7.2,0.0021601078083877353,1.6165669785279495,-6.699999999999999
1259.0,Robo Inu Finance,RBIF,0.2374408560150342,-0.1,2.2,-0.4,-24.5,978.0,1859992462675871.5,250000000.0,5632139.0,-24.4,0.00017364628252250166,7439969.850703486,24.1
1260.0,Cellframe,CELL,0.18232155679395462,-0.3,-6.5,-8.4,7.9,132951.0,28785000.0,29700000.0,5617513.0,8.200000000000001,0.023667234948988994,0.9691919191919192,-16.3
1261.0,LORDS,LORDS,0.10436001532424277,0.0,7.1,-10.1,24.3,43806.0,50900000.0,50900000.0,5612223.0,24.3,0.007805463182770892,1.0,-34.4
1262.0,Picasso,PICA,0.01980262729617971,1.6,-4.6,-14.3,272.7,80713.0,3659029360.0,10000000000.0,5574879.0,271.09999999999997,0.014477982392084206,0.365902936,-287.0
1263.0,Bytecoin,BCN,0.3045391895182038,0.0,-1.1,-1.9,14.1,43602.0,184020000000.0,184000000000.0,5715005.0,14.1,0.0076293896505777335,1.0001086956521739,-16.0
1264.0,Handy,HANDY,0.023716526617316044,-1.3,-8.1,86.3,159.3,6591.0,4605972125.0,10000000000.0,5540852.0,160.60000000000002,0.0011895282530556672,0.4605972125,-73.00000000000001
1265.0,PLEARN,PLN,0.04879016416943201,0.6,-6.9,-24.1,209.2,20235.0,110780615.0,111000000.0,5529333.0,208.6,0.0036595734060509647,0.9980235585585585,-233.29999999999998
1266.0,Mysterium,MYST,0.15700374880966475,0.2,1.9,5.3,-17.4,88570.0,32433365.0,32400000.0,5522753.0,-17.599999999999998,0.01603729154644432,1.0010297839506173,22.7
1267.0,Polaris Share,POLA,0.009950330853168083,-0.6,-1.9,-0.5,2.7,605771.0,398780733.0,4600000000.0,5516511.0,3.3000000000000003,0.1098105306053047,0.08669146369565217,-3.2
1268.0,S.C. Corinthians Fan Token,SCCP,0.412109650826833,-0.8,-4.4,-4.8,12.8,49839.0,10737871.0,20000000.0,5512500.0,13.600000000000001,0.00904108843537415,0.53689355,-17.6
1269.0,GenomesDAO,$GENE,0.019802627296179712,-0.9,38.0,42.1,273.0,810554.0,270847054.0,1000000000.0,5509765.0,273.9,0.14711226340869346,0.270847054,-230.9
1270.0,Ridotto,RDT,0.019802627296179712,-0.4,2.5,-4.3,64.3,22913.0,270238339.0,500000000.0,5500167.0,64.7,0.004165873508931638,0.540476678,-68.6
1271.0,Market Making Pro,MMPRO,0.058268908123975775,-0.2,-3.8,1.8,-3.5,88219.0,92080755.0,100000000.0,5497621.0,-3.3,0.016046759134542014,0.92080755,5.3
1272.0,Notional Finance,NOTE,0.12221763272424921,-0.2,-1.0,-8.8,13.8,15177.0,42394457.0,100000000.0,5436486.0,14.0,0.002791693016408025,0.42394457,-22.6
1273.0,Betswap.gg,BSGG,0.04688358589885042,-0.1,-0.7,4.9,15.3,91846.0,2498830236.0,10000000000.0,5429117.0,15.4,0.01691729981136896,0.2498830236,-10.4
1274.0,GoChain,GO,0.011928570865273802,0.3,-2.8,-8.1,0.4,69138.0,1243776246.0,250000000.0,5420651.0,0.10000000000000003,0.012754556602149816,4.975104984,-8.5
1275.0,Mancium,MANC,0.4252677354043441,0.1,-0.9,-1.0,2.0,96321.0,10000000.0,100000000.0,5399167.0,1.9,0.017839974203428047,0.1,-3.0
1276.0,azit,AZIT,0.04879016416943201,-3.2,-12.0,10.6,13.4,1083123.0,108859855.0,500000000.0,5375953.0,16.6,0.20147553373327481,0.21771971,-2.8000000000000007
1277.0,Shade Protocol,SHD,1.3609765531356006,0.1,-7.7,-21.6,47.2,5047227.0,1853592.0,10000000.0,5372959.0,47.1,0.9393756773502273,0.1853592,-68.80000000000001
1278.0,Crowny,CRWNY,0.009950330853168083,-1.9,1.3,14.1,174.0,236962.0,700597988.0,813000000.0,5349973.0,175.9,0.04429218614748149,0.8617441426814269,-159.9
1279.0,Bifrost Native Coin,BNC,0.23111172096338664,0.2,-1.0,-6.0,14.0,228842.0,20382189.0,80000000.0,5327945.0,13.8,0.042951269204167836,0.2547773625,-20.0
1280.0,LikeCoin,LIKE,0.033434776086237385,-0.4,-4.6,35.1,220.8,2547.0,1353421283.0,2000000000.0,5318226.0,221.20000000000002,0.0004789190982105687,0.6767106415,-185.70000000000002
1281.0,Aerodrome Finance,AERO,0.0295588022415444,-0.9,1.2,18.2,42.8,398638.0,159975820.0,652000000.0,5302483.0,43.699999999999996,0.07517949609645141,0.24536168711656442,-24.599999999999998
1282.0,Kryptomon,KMON,0.009950330853168083,-0.4,-3.4,-6.6,-13.3,183903.0,845489745.0,1000000000.0,5284897.0,-12.9,0.03479783995790268,0.845489745,6.700000000000001
1283.0,TRVL,TRVL,0.019802627296179712,0.1,-7.2,-2.5,13.0,151064.0,215829242.0,1000000000.0,5270748.0,12.9,0.02866082764723337,0.215829242,-15.5
1284.0,Arix,ARIX,0.4252677354043441,-0.3,-1.0,-11.6,10.9,639961.0,9916490.0,103000000.0,5253526.0,11.200000000000001,0.12181551971000049,0.09627660194174757,-22.5
1285.0,Napoli Fan Token,NAP,1.244154593958768,0.1,-1.6,-1.7,-3.0,160965.0,2129128.0,10000000.0,5250547.0,-3.1,0.03065680585279972,0.2129128,1.3
1286.0,Grin,GRIN,0.0295588022415444,0.1,-2.4,-2.2,28.2,1153173.0,152594880.0,250000000.0,5238810.0,28.099999999999998,0.220121172556363,0.61037952,-30.4
1287.0,Sakai Vault,SAKAI,1.0438040521731147,0.1,-1.7,-1.0,57.3,4457215.0,2835092.0,8000000.0,5214849.0,57.199999999999996,0.8547160234169772,0.3543865,-58.3
1288.0,GoGoPool,GGP,1.3164082336557241,-0.1,-1.7,-14.9,79.9,45960.0,1900073.0,250000000.0,5181456.0,80.0,0.008870093657072453,0.007600292,-94.80000000000001
1289.0,Rai Reflex Index,RAI,1.3270750014599193,0.1,-0.1,1.3,1.2,162907.0,1859956.0,1860000.0,5151732.0,1.0999999999999999,0.03162179243796067,0.9999763440860215,0.10000000000000009
1290.0,Bumper,BUMP,0.04879016416943201,0.0,0.4,5.4,72.6,35648.0,98538916.0,250000000.0,5152331.0,72.6,0.00691881014632018,0.394155664,-67.19999999999999
1291.0,Wombat,WOMBAT,0.01980262729617971,0.0,-4.3,-5.9,0.1,155868.0,3204653545.0,10000000000.0,5140416.0,0.1,0.030322059537593843,0.3204653545,-6.0
1292.0,Edge,EDGE,0.10436001532424277,-0.1,1.7,40.4,89.4,70.3,45327970.0,59700000.0,5122403.0,89.5,1.372402757065385e-05,0.7592624790619765,-49.00000000000001
1293.0,Ommniverse,OMMI,1.1184149159642893,0.1,0.2,1.3,-9.1,877596.0,2486102.0,5900000.0,5118170.0,-9.2,0.17146675471897183,0.42137322033898306,10.4
1294.0,AMATERASU OMIKAMI,OMIKAMI,0.009950330853168083,0.0,6.8,-26.9,-26.6,7748.0,999592217.0,1000000000.0,5101385.0,-26.6,0.0015188032269667943,0.999592217,-0.29999999999999716
1295.0,Skey Network,SKEY,0.019802627296179712,-0.1,5.1,-22.9,-27.9,268056.0,284435537.0,1000000000.0,5094054.0,-27.799999999999997,0.05262135030370703,0.284435537,5.0
1296.0,BLOCKv,VEE,0.05448818528406974,0.4,-14.3,-22.6,-27.5,3006.0,3301394753.0,3650000000.0,5092644.0,-27.9,0.0005902631324710701,0.9044917131506849,4.899999999999999
1297.0,Augur,REP,0.49469624183610705,0.0,-1.2,-15.1,32.3,709918.0,7995781.0,8000000.0,5086805.0,32.3,0.13956068691447776,0.999472625,-47.4
1298.0,Only1,LIKE,0.019802627296179712,0.7,-12.3,87.8,455.8,1400222.0,273286650.0,500000000.0,5078722.0,455.1,0.27570361205043314,0.5465733,-368.0
1299.0,Prizm,PZM,0.04305948946044697,0.5,1.9,-0.3,11.9,129417.0,3619167511.0,6000000000.0,5065996.0,11.4,0.025546210458910746,0.6031945851666667,-12.200000000000001
1300.0,Aston Villa Fan Token,AVL,0.6523251860396903,-1.1,-2.1,0.5,15.5,105452.0,5470537.0,10000000.0,5063559.0,16.6,0.020825668270084342,0.5470537,-15.0
1301.0,CVI,GOVI,0.2851789422336624,-0.1,6.2,62.8,147.7,139169.0,15439655.0,32000000.0,5062366.0,147.79999999999998,0.027490900499884837,0.48248921875,-84.89999999999999
1302.0,cLINK,CLINK,0.2546422183735807,-0.7,2.8,-4.6,42.0,43602.0,17536440.0,17500000.0,5050177.0,42.7,0.008633756797038995,1.0020822857142857,-46.6
1303.0,IguVerse IGU,IGU,0.039220713153281295,-0.7,-0.5,6.2,14.4,891912.0,138794049.0,400000000.0,5045017.0,15.1,0.1767906827667776,0.3469851225,-8.2
1304.0,tGOLD,TXAU,4.0040550908746395,0.0,-0.1,-0.2,1.5,4709.0,93399.0,93400.0,5027166.0,1.5,0.0009367106636224067,0.9999892933618844,-1.7
1305.0,INSC,INSC,0.2151113796169455,0.0,-1.1,-1.9,14.1,43602.0,21000000.0,21000000.0,5001546.0,14.1,0.008717704485773,1.0,-16.0
1306.0,Kasta,KASTA,0.009950330853168083,-0.4,7.4,-2.9,7.5,308323.0,350038825.0,1500000000.0,4997419.0,7.9,0.061696447706305994,0.23335921666666667,-10.4
1307.0,Ēnosys,HLN,0.15700374880966475,14.1,8.9,-25.2,-73.9,129253.0,32482943.0,150000000.0,4995206.0,-88.0,0.02587540934247757,0.21655295333333333,48.7
1308.0,Oxen,OXEN,0.07696104113612832,0.3,-5.4,-6.8,32.5,17442.0,65603896.0,250000000.0,4991045.0,32.2,0.0034946589341510645,0.262415584,-39.3
1309.0,GemHUB,GHUB,0.04879016416943201,-1.2,-0.8,-23.6,-30.1,370962.0,92825000.0,1200000000.0,4964656.0,-28.900000000000002,0.0747205848703314,0.07735416666666667,6.5
1310.0,Wicrypt,WNT,0.13976194237515868,5.4,14.8,-15.8,559.2,227138.0,32673022.0,200000000.0,4959009.0,553.8000000000001,0.04580310299900645,0.16336511,-575.0
1311.0,Everton Fan Token,EFC,0.6678293725756554,-0.6,-3.3,-3.9,36.7,198987.0,5233862.0,10000000.0,4959346.0,37.300000000000004,0.04012363726991422,0.5233862,-40.6
1312.0,r/FortNiteBR Bricks,BRICK,0.07696104113612832,1.7,-5.4,-27.0,64.7,74186.0,65269283.0,65300000.0,4945377.0,63.0,0.015001080807388396,0.9995296018376723,-91.7
1313.0,OATH,OATH,0.039220713153281295,0.1,-0.6,-2.9,13.4,16594.0,126838428.0,137000000.0,4929154.0,13.3,0.003366500620593311,0.9258279416058394,-16.3
